"","country","result.taxonid","species","result.subspecies","result.rank","result.subpopulation","result.category","acceptedName"
"322","us",993,"Amastra forbesi",NA,NA,NA,"EX","Amastra forbesi"
"323","us",986,"Amastra micans",NA,NA,NA,"CR","Amastra micans"
"324","us",994,"Amastra pellucida",NA,NA,NA,"EX","Amastra pellucida"
"325","us",995,"Amastra porcus",NA,NA,NA,"EX",NA
"326","us",996,"Amastra reticulata",NA,NA,NA,"EX","Amastra reticulata"
"327","us",987,"Amastra rubens",NA,NA,NA,"CR","Amara rubens"
"328","us",988,"Amastra spirizona",NA,NA,NA,"CR","Amastra spirizona"
"329","us",997,"Amastra subrostrata",NA,NA,NA,"EX","Amastra subrostrata"
"330","us",998,"Amastra subsoror",NA,NA,NA,"EX","Amastra subsoror"
"331","us",999,"Amastra tenuispira",NA,NA,NA,"EX",NA
"332","us",1000,"Amastra umbilicata",NA,NA,NA,"EX","Amastra umbilicata"
"333","us",22687583,"Amazilia beryllina",NA,NA,NA,"LC","Amazilia beryllina"
"334","us",22687603,"Amazilia rutila",NA,NA,NA,"LC","Amazilia rutila"
"335","us",22730168,"Amazilia tzacatl",NA,NA,NA,"LC","Amazilia tzacatl"
"336","us",22687624,"Amazilia violiceps",NA,NA,NA,"LC","Amazilia violiceps"
"337","us",22687606,"Amazilia yucatanensis",NA,NA,NA,"LC","Amazilia yucatanensis"
"338","us",22686259,"Amazona viridigenalis",NA,NA,NA,"EN","Amazona viridigenalis"
"339","us",172359,"Ambassis nalua",NA,NA,NA,"LC","Ambassis nalua"
"340","us",188904,"Amblema elliottii",NA,NA,NA,"LC","Amblema elliottii"
"341","us",1076,"Amblema neislerii",NA,NA,NA,"CR","Amblema neislerii"
"342","us",203724,"Amblema plicata",NA,NA,NA,"LC","Amblema plicata"
"343","us",202423,"Ambloplites ariommus",NA,NA,NA,"LC","Ambloplites ariommus"
"344","us",1078,"Ambloplites cavifrons",NA,NA,NA,"LC","Ambloplites cavifrons"
"345","us",202424,"Ambloplites constellatus",NA,NA,NA,"LC","Ambloplites constellatus"
"346","us",202425,"Ambloplites rupestris",NA,NA,NA,"LC","Ambloplites rupestris"
"347","us",67996575,"Amblycirrhitus bimacula",NA,NA,NA,"LC","Amblycirrhitus bimacula"
"348","us",190418,"Amblycirrhitus pinos",NA,NA,NA,"LC","Amblycirrhitus pinos"
"349","us",1079,"Amblyopsis rosae",NA,NA,NA,"NT","Amblyopsis rosae"
"350","us",1080,"Amblyopsis spelaea",NA,NA,NA,"NT","Amblyopsis spelaea"
"351","us",161452,"Amblyraja badia",NA,NA,NA,"LC","Amblyraja badia"
"352","us",161491,"Amblyraja jenseni",NA,NA,NA,"LC","Amblyraja jenseni"
"353","us",161542,"Amblyraja radiata",NA,NA,NA,"VU","Amblyraja radiata"
"354","us",59052,"Ambystoma annulatum",NA,NA,NA,"LC","Ambystoma annulatum"
"355","us",59053,"Ambystoma barbouri",NA,NA,NA,"NT","Ambystoma barbouri"
"356","us",136128,"Ambystoma bishopi",NA,NA,NA,"VU","Ambystoma bishopi"
"357","us",1098,"Ambystoma californiense",NA,NA,NA,"VU","Ambystoma californiense"
"358","us",1099,"Ambystoma cingulatum",NA,NA,NA,"VU","Ambystoma cingulatum"
"359","us",59057,"Ambystoma gracile",NA,NA,NA,"LC","Ambystoma gracile"
"360","us",59059,"Ambystoma jeffersonianum",NA,NA,NA,"LC","Ambystoma jeffersonianum"
"361","us",59060,"Ambystoma laterale",NA,NA,NA,"LC","Ambystoma laterale"
"362","us",59062,"Ambystoma mabeei",NA,NA,NA,"LC","Ambystoma mabeei"
"363","us",59063,"Ambystoma macrodactylum",NA,NA,NA,"LC","Ambystoma macrodactylum"
"364","us",59064,"Ambystoma maculatum",NA,NA,NA,"LC","Ambystoma maculatum"
"365","us",199970,"Ambystoma mavortium",NA,NA,NA,"LC","Ambystoma mavortium"
"366","us",59065,"Ambystoma opacum",NA,NA,NA,"LC","Ambystoma opacum"
"367","us",59069,"Ambystoma talpoideum",NA,NA,NA,"LC","Ambystoma talpoideum"
"368","us",59071,"Ambystoma texanum",NA,NA,NA,"LC","Ambystoma texanum"
"369","us",83293207,"Ambystoma tigrinum",NA,NA,NA,"LC","Ambystoma tigrinum"
"370","us",202672,"Ameiurus brunneus",NA,NA,NA,"LC","Ameiurus brunneus"
"371","us",202673,"Ameiurus catus",NA,NA,NA,"LC","Ameiurus catus"
"372","us",202674,"Ameiurus melas",NA,NA,NA,"LC","Ameiurus melas"
"373","us",202675,"Ameiurus natalis",NA,NA,NA,"LC","Ameiurus natalis"
"374","us",202676,"Ameiurus nebulosus",NA,NA,NA,"LC","Ameiurus nebulosus"
"375","us",202677,"Ameiurus platycephalus",NA,NA,NA,"LC","Ameiurus platycephalus"
"376","us",202678,"Ameiurus serracanthus",NA,NA,NA,"LC","Ameiurus serracanthus"
"377","us",135957919,"Amelanchier alnifolia",NA,NA,NA,"LC","Amelanchier alnifolia"
"378","us",135956270,"Amelanchier bartramiana",NA,NA,NA,"LC","Amelanchier bartramiana"
"379","us",135957978,"Amelanchier canadensis",NA,NA,NA,"LC","Amelanchier canadensis"
"380","us",135957854,"Amelanchier interior",NA,NA,NA,"LC","Amelanchier interior"
"381","us",135956199,"Amelanchier laevis",NA,NA,NA,"LC","Amelanchier laevis"
"382","us",201942,"Amia calva",NA,NA,NA,"LC","Amia calva"
"383","us",164059,"Ammannia auriculata",NA,NA,NA,"LC","Ammannia auriculata"
"384","us",64263777,"Ammannia robusta",NA,NA,NA,"LC","Ammannia robusta"
"385","us",202426,"Ammocrypta beanii",NA,NA,NA,"LC","Ammocrypta beanii"
"386","us",202427,"Ammocrypta bifascia",NA,NA,NA,"LC","Ammocrypta bifascia"
"387","us",202428,"Ammocrypta clara",NA,NA,NA,"VU","Ammocrypta clara"
"388","us",202429,"Ammocrypta meridiana",NA,NA,NA,"LC","Ammocrypta meridiana"
"389","us",8134,"Ammocrypta pellucida",NA,NA,NA,"LC","Ammocrypta pellucida"
"390","us",202430,"Ammocrypta vivax",NA,NA,NA,"LC","Ammocrypta vivax"
"391","us",22721144,"Ammodramus savannarum",NA,NA,NA,"LC","Ammodramus savannarum"
"392","us",187796,"Ammolabrus dicrus",NA,NA,NA,"LC","Ammolabrus dicrus"
"393","us",1146,"Ammonitella yatesii",NA,NA,NA,"VU","Ammonitella yatesii"
"394","us",1147,"Ammopelmatus kelsoensis",NA,NA,NA,"VU","Ammopelmatus kelsoensis"
"395","us",1148,"Ammopelmatus muwu",NA,NA,NA,"VU","Ammopelmatus muwu"
"396","us",42399,"Ammospermophilus harrisii",NA,NA,NA,"LC","Ammospermophilus harrisii"
"397","us",42451,"Ammospermophilus interpres",NA,NA,NA,"LC","Ammospermophilus interpres"
"398","us",42452,"Ammospermophilus leucurus",NA,NA,NA,"LC","Ammospermophilus leucurus"
"399","us",1149,"Ammospermophilus nelsoni",NA,NA,NA,"EN","Ammospermophilus nelsoni"
"400","us",22721129,"Ammospiza caudacuta",NA,NA,NA,"EN","Ammodramus caudacutus"
"401","us",22721135,"Ammospiza leconteii",NA,NA,NA,"LC","Ammodramus leconteii"
"402","us",22721123,"Ammospiza maritima",NA,NA,NA,"LC","Ammodramus maritimus"
"403","us",22728393,"Ammospiza nelsoni",NA,NA,NA,"LC","Ammospiza nelsoni"
"404","us",1151,"Ammotragus lervia",NA,NA,NA,"VU","Ammotragus lervia"
"405","us",40045,"Amnicola cora",NA,NA,NA,"VU","Amnicola cora"
"406","us",69615713,"Amnicola limosa",NA,NA,NA,"LC","Amnicola limosus"
"407","us",189672,"Amnicola stygius",NA,NA,NA,"VU","Amnicola stygius"
"408","us",19892228,"Amorpha californica",NA,NA,NA,"LC","Amorpha californica"
"409","us",19893100,"Amorpha crenulata",NA,NA,NA,"CR","Amorpha crenulata"
"410","us",19891556,"Amorpha ouachitensis",NA,NA,NA,"VU","Amorpha ouachitensis"
"411","us",51302894,"Amphiagrion abbreviatum",NA,NA,NA,"LC","Amphiagrion abbreviatum"
"412","us",164998,"Amphiagrion saucium",NA,NA,NA,"LC","Amphiagrion saucium"
"413","us",19712646,"Amphigymnas bahamensis",NA,NA,NA,"LC","Amphigymnas bahamensis"
"414","us",1168,"Amphigyra alabamensis",NA,NA,NA,"EX","Amphigyra alabamensis"
"415","us",19044,"Amphinaias asperata",NA,NA,NA,"LR/nt","Cyclonaias asperata"
"416","us",19045,"Amphinaias couchiana",NA,NA,NA,"CR","Quadrula couchiana"
"417","us",19047,"Amphinaias houstonensis",NA,NA,NA,"LR/nt","Cyclonaias houstonensis"
"418","us",189128,"Amphinaias nodulata",NA,NA,NA,"LC","Cyclonaias nodulata"
"419","us",189523,"Amphinaias pustulosa",NA,NA,NA,"LC","Cyclonaias pustulosa"
"420","us",19049,"Amphinaias refulgens",NA,NA,NA,"LR/nt","Cyclonaias refulgens"
"421","us",163359,"Amphioctopus burryi",NA,NA,NA,"LC","Amphioctopus burryi"
"422","us",64263809,"Amphiscirpus nevadensis",NA,NA,NA,"LC","Amphiscirpus nevadensis"
"423","us",22721194,"Amphispiza bilineata",NA,NA,NA,"LC","Amphispiza bilineata"
"424","us",22721200,"Amphispiza quinquestriata",NA,NA,NA,"LC","Amphispiza quinquestriata"
"425","us",154728,"Amphistichus koelzi",NA,NA,NA,"LC","Amphistichus koelzi"
"426","us",162899,"Amphitretus pelagicus",NA,NA,NA,"LC","Amphitretus pelagicus"
"427","us",59074,"Amphiuma means",NA,NA,NA,"LC","Amphiuma means"
"428","us",59075,"Amphiuma pholeter",NA,NA,NA,"NT","Amphiuma pholeter"
"429","us",59076,"Amphiuma tridactylum",NA,NA,NA,"LC","Amphiuma tridactylum"
"430","us",50049394,"Amygdalus andersonii",NA,NA,NA,"LC","Prunus andersonii"
"431","us",50025687,"Amygdalus minutiflora",NA,NA,NA,"NT","Prunus minutiflora"
"432","us",50025974,"Amygdalus texana",NA,NA,NA,"NT","Prunus texana"
"433","us",118831686,"Amynthas agrestis",NA,NA,NA,"LC","Amynthas agrestis"
"434","us",118818651,"Amynthas tokioensis",NA,NA,NA,"LC","Perichaeta tokioensis"
"435","us",164405,"Anacamptis palustris",NA,NA,NA,"LC","Anacamptis palustris"
"436","us",161681,"Anacanthobatis folirostris",NA,NA,NA,"DD","Anacanthobatis folirostris"
"437","us",161494,"Anacanthobatis longirostris",NA,NA,NA,"DD","Anacanthobatis longirostris"
"438","us",187555,"Anampses chrysocephalus",NA,NA,NA,"LC","Anampses chrysocephalus"
"439","us",187758,"Anampses cuvier",NA,NA,NA,"LC","Anampses cuvier"
"440","us",195674,"Anarchias similis",NA,NA,NA,"LC","Anarchias similis"
"441","us",46107620,"Anarchopterus criniger",NA,NA,NA,"LC","Anarchopterus criniger"
"442","us",46107890,"Anarchopterus tectus",NA,NA,NA,"LC","Anarchopterus tectus"
"443","us",22680301,"Anas acuta",NA,NA,NA,"LC","Anas acuta"
"444","us",22680287,"Anas bahamensis",NA,NA,NA,"LC","Anas bahamensis"
"445","us",22729717,"Anas crecca",NA,NA,NA,"LC","Anas crecca"
"446","us",22680178,"Anas fulvigula",NA,NA,NA,"LC","Anas fulvigula"
"447","us",22680203,"Anas laysanensis",NA,NA,NA,"CR","Anas laysanensis"
"448","us",22680186,"Anas platyrhynchos",NA,NA,NA,"LC","Anas platyrhynchos"
"449","us",22680174,"Anas rubripes",NA,NA,NA,"LC","Anas rubripes"
"450","us",22680199,"Anas wyvilliana",NA,NA,NA,"EN","Anas wyvilliana"
"451","us",49254643,"Anax amazili",NA,NA,NA,"LC","Anax amazili"
"452","us",165012,"Anax concolor",NA,NA,NA,"LC","Anax concolor"
"453","us",165081,"Anax junius",NA,NA,NA,"LC","Anax junius"
"454","us",164953,"Anax longipes",NA,NA,NA,"LC","Anax longipes"
"455","us",50959519,"Anax walsinghami",NA,NA,NA,"LC","Anax walsinghami"
"456","us",54570,"Anaxyrus americanus",NA,NA,NA,"LC","Anaxyrus americanus"
"457","us",54583,"Anaxyrus baxteri",NA,NA,NA,"EW","Anaxyrus baxteri"
"458","us",3179,"Anaxyrus boreas",NA,NA,NA,"LC","Anaxyrus boreas"
"459","us",54599,"Anaxyrus californicus",NA,NA,NA,"EN","Anaxyrus californicus"
"460","us",3180,"Anaxyrus canorus",NA,NA,NA,"EN","Anaxyrus canorus"
"461","us",54612,"Anaxyrus cognatus",NA,NA,NA,"LC","Anaxyrus cognatus"
"462","us",54626,"Anaxyrus debilis",NA,NA,NA,"LC","Anaxyrus debilis"
"463","us",3169,"Anaxyrus exsul",NA,NA,NA,"VU","Anaxyrus exsul"
"464","us",54640,"Anaxyrus fowleri",NA,NA,NA,"LC","Anaxyrus fowleri"
"465","us",54661,"Anaxyrus hemiophrys",NA,NA,NA,"LC","Anaxyrus hemiophrys"
"466","us",3170,"Anaxyrus houstonensis",NA,NA,NA,"EN","Anaxyrus houstonensis"
"467","us",54709,"Anaxyrus microscaphus",NA,NA,NA,"LC","Anaxyrus microscaphus"
"468","us",3181,"Anaxyrus nelsoni",NA,NA,NA,"EN","Anaxyrus nelsoni"
"469","us",54739,"Anaxyrus punctatus",NA,NA,NA,"LC","Anaxyrus punctatus"
"470","us",54743,"Anaxyrus quercicus",NA,NA,NA,"LC","Anaxyrus quercicus"
"471","us",3173,"Anaxyrus retiformis",NA,NA,NA,"LC","Anaxyrus retiformis"
"472","us",54761,"Anaxyrus speciosus",NA,NA,NA,"LC","Anaxyrus speciosus"
"473","us",54777,"Anaxyrus terrestris",NA,NA,NA,"LC","Anaxyrus terrestris"
"474","us",54798,"Anaxyrus woodhousii",NA,NA,NA,"LC","Anaxyrus woodhousii"
"475","us",16405644,"Anchoa cayorum",NA,NA,NA,"LC","Anchoa cayorum"
"476","us",98888849,"Anchoa compressa",NA,NA,NA,"LC","Anchoa compressa"
"477","us",16405685,"Anchoa cubana",NA,NA,NA,"LC","Anchoa cubana"
"478","us",154975,"Anchoa delicatissima",NA,NA,NA,"LC","Anchoa delicatissima"
"479","us",16406327,"Anchoa hepsetus",NA,NA,NA,"LC","Anchoa hepsetus"
"480","us",16406525,"Anchoa lamprotaenia",NA,NA,NA,"LC","Anchoa lamprotaenia"
"481","us",191214,"Anchoa lyolepis",NA,NA,NA,"LC","Anchoa lyolepis"
"482","us",190222,"Anchoa mitchilli",NA,NA,NA,"LC","Anchoa mitchilli"
"483","us",16406934,"Anchoviella perfasciata",NA,NA,NA,"LC","Anchoviella perfasciata"
"484","us",163050,"Ancistrocheirus lesueuri",NA,NA,NA,"LC","Ancistrocheirus lesueurii"
"485","us",163102,"Ancistroteuthis lichtensteini",NA,NA,NA,"LC","Ancistroteuthis lichtensteinii"
"486","us",190345,"Ancylopsetta dilecta",NA,NA,NA,"LC","Ancylopsetta dilecta"
"487","us",190129,"Ancylopsetta ommata",NA,NA,NA,"LC","Ancylopsetta ommata"
"488","us",60761659,"Andira inermis",NA,NA,NA,"LC","Andira inermis"
"489","us",64263821,"Andromeda polifolia",NA,NA,NA,"LC","Andromeda polifolia"
"490","us",13506888,"Andropogon virginicus",NA,NA,NA,"LC","Andropogon virginicus"
"491","us",1282,"Aneides aeneus",NA,NA,NA,"NT","Aneides aeneus"
"492","us",59115,"Aneides ferreus",NA,NA,NA,"NT","Aneides ferreus"
"493","us",59116,"Aneides flavipunctatus",NA,NA,NA,"NT","Aneides flavipunctatus"
"494","us",59117,"Aneides hardii",NA,NA,NA,"LC","Aneides hardii"
"495","us",59118,"Aneides lugubris",NA,NA,NA,"LC","Aneides lugubris"
"496","us",59119,"Aneides vagrans",NA,NA,NA,"NT","Aneides vagrans"
"497","us",64263861,"Angelica atropurpurea",NA,NA,NA,"LC","Angelica atropurpurea"
"498","us",166189,"Anguilla marmorata",NA,NA,NA,"LC","Anguilla marmorata"
"499","us",191108,"Anguilla rostrata",NA,NA,NA,"EN","Anguilla rostrata"
"500","us",1299,"Anguispira picta",NA,NA,NA,"DD","Anguispira picta"
"501","us",22696702,"Anhinga anhinga",NA,NA,NA,"LC","Anhinga anhinga"
"502","us",176953,"Aniseia martinicensis",NA,NA,NA,"LC","Aniseia martinicensis"
"503","us",183736,"Anisotremus davidsonii",NA,NA,NA,"LC","Anisotremus davidsonii"
"504","us",194408,"Anisotremus surinamensis",NA,NA,NA,"DD","Anisotremus surinamensis"
"505","us",194409,"Anisotremus virginicus",NA,NA,NA,"LC","Anisotremus virginicus"
"506","us",62227,"Anniella pulchra",NA,NA,NA,"LC","Anniella pulchra"
"507","us",188974,"Anodonta beringiana",NA,NA,NA,"LC","Sinanodonta beringiana"
"508","us",189603,"Anodonta implicata",NA,NA,NA,"LC","Utterbackiana implicata"
"509","us",91149898,"Anodonta nuttalliana",NA,NA,NA,"VU","Anodonta nuttalliana"
"510","us",189487,"Anodonta oregonensis",NA,NA,NA,"LC","Anodonta oregonensis"
"511","us",1312,"Anodontoides radiatus",NA,NA,NA,"NT","Strophitus radiatus"
"512","us",44091,"Anoectochilus sandvicensis",NA,NA,NA,"VU","Anoectochilus sandvicensis"
"513","us",64188,"Anolis carolinensis",NA,NA,NA,"LC","Anolis carolinensis"
"514","us",18123960,"Anoplogaster cornuta",NA,NA,NA,"LC","Anoplogaster cornuta"
"515","us",18123632,"Anotopterus pharao",NA,NA,NA,"LC","Anotopterus pharao"
"516","us",22727746,"Anous ceruleus",NA,NA,NA,"LC","Anous ceruleus"
"517","us",22694799,"Anous minutus",NA,NA,NA,"LC","Anous minutus"
"518","us",22694794,"Anous stolidus",NA,NA,NA,"LC","Anous stolidus"
"519","us",22679881,"Anser albifrons",NA,NA,NA,"LC","Anser albifrons"
"520","us",22679872,"Anser brachyrhynchus",NA,NA,NA,"LC","Anser brachyrhynchus"
"521","us",22679896,"Anser caerulescens",NA,NA,NA,"LC","Chen caerulescens"
"522","us",22679919,"Anser canagicus",NA,NA,NA,"NT","Chen canagica"
"523","us",22679886,"Anser erythropus",NA,NA,NA,"VU","Anser erythropus"
"524","us",22679875,"Anser fabalis",NA,NA,NA,"LC","Anser fabalis"
"525","us",22679909,"Anser rossii",NA,NA,NA,"LC","Anser rossii"
"526","us",155277,"Antennarius analis",NA,NA,NA,"LC","Antennatus analis"
"527","us",190459,"Antennarius multiocellatus",NA,NA,NA,"LC","Antennarius multiocellatus"
"528","us",16406979,"Antennarius striatus",NA,NA,NA,"LC","Antennarius striatus"
"529","us",16407002,"Anthias nicholsi",NA,NA,NA,"LC","Anthias nicholsi"
"530","us",20666401,"Anthias woodsi",NA,NA,NA,"LC","Anthias woodsi"
"531","us",1617,"Anthicus sacramento",NA,NA,NA,"EN","Anthicus sacramento"
"532","us",22687125,"Anthracothorax prevostii",NA,NA,NA,"LC","Anthracothorax prevostii"
"533","us",22718560,"Anthus cervinus",NA,NA,NA,"LC","Anthus cervinus"
"534","us",22718553,"Anthus gustavi",NA,NA,NA,"LC","Anthus gustavi"
"535","us",22718550,"Anthus hodgsoni",NA,NA,NA,"LC","Anthus hodgsoni"
"536","us",22718575,"Anthus rubescens",NA,NA,NA,"LC","Anthus rubescens"
"537","us",22718591,"Anthus spragueii",NA,NA,NA,"VU","Anthus spragueii"
"538","us",22718546,"Anthus trivialis",NA,NA,NA,"LC","Anthus trivialis"
"539","us",91150638,"Antidesma platyphyllum",NA,NA,NA,"LC","Antidesma platyphyllum"
"540","us",22692078,"Antigone canadensis",NA,NA,NA,"LC","Grus canadensis"
"541","us",16407132,"Antigonia capros",NA,NA,NA,"LC","Antigonia capros"
"542","us",154928,"Antigonia combatia",NA,NA,NA,"LC","Antigonia combatia"
"543","us",1677,"Antilocapra americana",NA,NA,NA,"LC","Antilocapra americana"
"544","us",1681,"Antilope cervicapra",NA,NA,NA,"LC","Antilope cervicapra"
"545","us",155287,"Antimora microlepis",NA,NA,NA,"DD","Antimora microlepis"
"546","us",190385,"Antimora rostrata",NA,NA,NA,"LC","Antimora rostrata"
"547","us",29626,"Antrobia breweri",NA,NA,NA,"VU",NA
"548","us",1786,"Antrobia culveri",NA,NA,NA,"EN","Antrobia culveri"
"549","us",1787,"Antrolana lira",NA,NA,NA,"VU","Antrolana lira"
"550","us",22736398,"Antrostomus arizonae",NA,NA,NA,"LC","Antrostomus arizonae"
"551","us",22689778,"Antrostomus carolinensis",NA,NA,NA,"NT","Caprimulgus carolinensis"
"552","us",22689801,"Antrostomus ridgwayi",NA,NA,NA,"LC","Caprimulgus ridgwayi"
"553","us",22736393,"Antrostomus vociferus",NA,NA,NA,"NT","Antrostomus vociferus"
"554","us",1790,"Antrozous pallidus",NA,NA,NA,"LC","Antrozous pallidus"
"555","us",165597,"Apalone ferox",NA,NA,NA,"LC","Apalone ferox"
"556","us",165596,"Apalone mutica",NA,NA,NA,"LC","Apalone mutica"
"557","us",163451,"Apalone spinifera",NA,NA,NA,"LC","Apalone spinifera"
"558","us",51302922,"Apanisagrion lais",NA,NA,NA,"LC","Apanisagrion lais"
"559","us",154731,"Apeltes quadracus",NA,NA,NA,"LC","Apeltes quadracus"
"560","us",1831,"Aphaenogaster bidentatus",NA,NA,NA,"VU",NA
"561","us",1854,"Aphaostracon asthenes",NA,NA,NA,"VU","Aphaostracon asthenes"
"562","us",189643,"Aphaostracon chalarogyrus",NA,NA,NA,"VU","Aphaostracon chalarogyrus"
"563","us",189655,"Aphaostracon hypohyalinum",NA,NA,NA,"LC","Aphaostracon hypohyalinus"
"564","us",1855,"Aphaostracon monas",NA,NA,NA,"VU","Aphaostracon monas"
"565","us",1858,"Aphaostracon pycnus",NA,NA,NA,"VU","Aphaostracon pycnus"
"566","us",189695,"Aphaostracon xynoelictum",NA,NA,NA,"DD","Aphaostracon xynoelictum"
"567","us",194289,"Aphareus furca",NA,NA,NA,"LC","Aphareus furca"
"568","us",194360,"Aphareus rutilans",NA,NA,NA,"LC","Aphareus rutilans"
"569","us",103727785,"Aphelocoma californica",NA,NA,NA,"LC","Aphelocoma californica"
"570","us",22705629,"Aphelocoma coerulescens",NA,NA,NA,"VU","Aphelocoma coerulescens"
"571","us",22724967,"Aphelocoma wollweberi",NA,NA,NA,"LC","Aphelocoma wollweberi"
"572","us",202607,"Aphredoderus sayanus",NA,NA,NA,"LC","Aphredoderus sayanus"
"573","us",51178524,"Aphylla angustifolia",NA,NA,NA,"LC","Aphylla angustifolia"
"574","us",164956,"Aphylla protracta",NA,NA,NA,"LC","Aphylla protracta"
"575","us",165030,"Aphylla williamsoni",NA,NA,NA,"LC","Aphylla williamsoni"
"576","us",57453548,"Aphyonus gelatinosus",NA,NA,NA,"LC","Aphyonus gelatinosus"
"577","us",164203,"Apium graveolens",NA,NA,NA,"LC","Apium graveolens"
"578","us",199221,"Aplatophis chauliodus",NA,NA,NA,"LC","Aplatophis chauliodus"
"579","us",69623954,"Aplexa elongata",NA,NA,NA,"LC","Sibirenauta elongata"
"580","us",193261,"Aplodinotus grunniens",NA,NA,NA,"LC","Aplodinotus grunniens"
"581","us",1869,"Aplodontia rufa",NA,NA,NA,"LC","Aplodontia rufa"
"582","us",185925,"Apogon aurolineatus",NA,NA,NA,"LC","Apogon aurolineatus"
"583","us",185923,"Apogon binotatus",NA,NA,NA,"LC","Apogon binotatus"
"584","us",185930,"Apogon gouldi",NA,NA,NA,"LC","Apogon gouldi"
"585","us",183756,"Apogon guadalupensis",NA,NA,NA,"LC","Apogon guadalupensis"
"586","us",185926,"Apogon lachneri",NA,NA,NA,"LC","Apogon lachneri"
"587","us",185927,"Apogon leptocaulus",NA,NA,NA,"LC","Apogon leptocaulus"
"588","us",185937,"Apogon maculatus",NA,NA,NA,"LC","Apogon maculatus"
"589","us",183403,"Apogon pacificus",NA,NA,NA,"LC","Apogon pacificus"
"590","us",185934,"Apogon phenax",NA,NA,NA,"LC","Apogon phenax"
"591","us",185938,"Apogon pillionatus",NA,NA,NA,"LC","Apogon pillionatus"
"592","us",190973,"Apogon planifrons",NA,NA,NA,"LC","Apogon planifrons"
"593","us",185931,"Apogon pseudomaculatus",NA,NA,NA,"LC","Apogon pseudomaculatus"
"594","us",185935,"Apogon quadrisquamatus",NA,NA,NA,"LC","Apogon quadrisquamatus"
"595","us",185936,"Apogon townsendi",NA,NA,NA,"LC","Apogon townsendi"
"596","us",165834,"Apolemichthys arcuatus",NA,NA,NA,"LC","Apolemichthys arcuatus"
"597","us",69584035,"Aporops bilinearis",NA,NA,NA,"LC","Aporops bilinearis"
"598","us",19711761,"Apostichopus johnsoni",NA,NA,NA,"DD","Apostichopus johnsoni"
"599","us",19711843,"Apostichopus leukothele",NA,NA,NA,"LC","Apostichopus leukothele"
"600","us",180368,"Apostichopus parvimensis",NA,NA,NA,"VU","Apostichopus parvimensis"
"601","us",40737,"Appalachia arcana",NA,NA,NA,"VU","Appalachia arcana"
"602","us",194379,"Aprion virescens",NA,NA,NA,"LC","Aprion virescens"
"603","us",44209,"Apristurus brunneus",NA,NA,NA,"DD","Apristurus brunneus"
"604","us",44572,"Apristurus canutus",NA,NA,NA,"DD","Apristurus canutus"
"605","us",44215,"Apristurus kampae",NA,NA,NA,"DD","Apristurus kampae"
"606","us",44216,"Apristurus laurussonii",NA,NA,NA,"DD","Apristurus laurussonii"
"607","us",44599,"Apristurus manis",NA,NA,NA,"LC","Apristurus manis"
